Date,Body fat(%),Sleep(hours),Heart rate(bpm),Weight(lbs)
2020-09-15,,,58.0,
2020-09-16,,,57.0,
2020-09-17,,,68.0,
2020-09-18,,,56.0,
2020-09-19,,,61.0,
2020-09-20,14.0884,,58.0,167.882
2020-09-20,14.0884,,58.0,164.465
2020-09-20,14.0884,,58.0,164.465
2020-09-20,14.0884,,58.0,164.465
2020-09-20,14.0884,,58.0,164.465
2020-09-20,13.6912,,58.0,167.882
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,167.882
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,167.882
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,167.882
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-20,13.6912,,58.0,164.465
2020-09-21,,,68.0,
2020-09-22,13.9986,,54.0,167.221
2020-09-22,13.9986,,54.0,167.221
2020-09-22,13.9986,,54.0,167.221
2020-09-22,13.9986,,54.0,167.221
2020-09-23,14.0939,,63.0,167.992
2020-09-24,,,55.0,
2020-09-25,,,56.0,
2020-09-26,,,58.0,
2020-09-27,,,57.0,
2020-09-28,,,62.0,
2020-09-29,,,57.0,
2020-09-30,,,113.0,
2020-10-01,,,63.0,
2020-10-02,,,70.0,
2020-10-03,,,60.0,
2020-10-04,,,56.0,
2020-10-05,,,53.0,
2020-10-06,,,56.0,
2020-10-07,,,52.0,
2020-10-08,,,63.0,
2020-10-09,13.9823,,68.0,166.89
2020-10-09,13.9823,,68.0,166.89
2020-10-09,13.9823,,68.0,166.89
2020-10-09,13.9823,,68.0,166.89
2020-10-10,,,56.0,
2020-10-11,,,55.0,
2020-10-12,,,56.0,
2020-10-13,,,56.0,
2020-10-14,,,55.0,
2020-10-15,14.2952,,54.0,169.756
2020-10-15,14.2952,,54.0,169.095
2020-10-15,14.234,,54.0,169.756
2020-10-15,14.234,,54.0,169.095
2020-10-16,,,59.0,
2020-10-17,13.7306,,54.0,164.685
2020-10-18,13.8476,,55.0,165.898
2020-10-18,13.8476,,55.0,165.457
2020-10-18,13.7973,,55.0,165.898
2020-10-18,13.7973,,55.0,165.457
2020-10-19,13.8422,,54.0,165.788
2020-10-20,,,56.0,165.6
2020-10-21,,,53.0,
2020-10-22,14.083,,55.0,167.772
2020-10-22,14.083,,55.0,167.772
2020-10-22,14.083,,55.0,167.772
2020-10-22,14.083,,55.0,167.772
2020-10-23,,,54.0,
2020-10-24,,,60.0,
2020-10-25,,,54.0,
2020-10-26,,,56.0,
2020-10-27,,,85.0,
2020-10-28,,,63.0,
2020-10-29,,,63.0,
2020-10-30,,,62.0,
2020-10-31,,,55.0,
2020-11-01,14.0381,,72.0,167.441
2020-11-02,,,52.0,
2020-11-03,14.083,,74.0,167.772
2020-11-04,,,60.0,
2020-11-05,,,55.0,
2020-11-06,,,50.0,
2020-11-07,,,65.0,
2020-11-08,,,62.0,
2020-11-09,,,53.0,
2020-11-10,,,64.0,
2020-11-11,,,56.0,
2020-11-12,,,61.0,
2020-11-13,,,64.0,
2020-11-14,,,67.0,
2020-11-15,,,65.0,
2020-11-16,,,63.0,
2020-11-17,,,62.0,
2020-11-18,14.3007,,52.0,169.866
2020-11-19,,,56.0,
2020-11-20,,,65.0,
2020-11-21,,,66.0,
2020-11-22,,,59.0,
2020-11-23,,,70.0,
2020-11-24,,,56.0,
2020-11-25,,,68.0,
2020-11-26,,,52.0,
2020-11-27,,,55.0,
2020-11-28,,,75.0,
2020-11-29,,,65.0,
2020-11-30,14.4014,,68.0,170.748
2020-12-01,14.5918,,69.0,172.291
2020-12-02,14.3401,,69.0,170.087
2020-12-03,14.2898,,66.0,169.646
2020-12-04,14.2449,,64.0,169.315
2020-12-04,14.2449,,64.0,168.984
2020-12-04,14.2449,,64.0,168.984
2020-12-04,14.2,,64.0,169.315
2020-12-04,14.2,,64.0,168.984
2020-12-04,14.2,,64.0,168.984
2020-12-05,,,70.0,
2020-12-06,14.1946,,64.0,168.874
2020-12-07,,,68.0,
2020-12-08,,,72.0,
2020-12-09,14.3456,,113.0,170.197
2020-12-10,14.4571,,,171.299
2020-12-11,14.3401,,67.0,170.087
2020-12-11,14.3401,,67.0,170.087
2020-12-11,14.3401,,67.0,170.087
2020-12-11,14.3401,,67.0,170.087
2020-12-12,,,71.0,
2020-12-13,,,75.0,
2020-12-14,,,77.0,
2020-12-15,,,58.0,
2020-12-16,14.3007,,70.0,169.866
2020-12-16,14.3007,,70.0,169.866
2020-12-16,14.3007,,70.0,169.866
2020-12-16,14.3007,,70.0,169.866
2020-12-17,14.1388,,91.0,168.323
2020-12-18,13.9986,,73.0,167.221
2020-12-19,,,76.0,
2020-12-20,14.0327,,121.0,167.331
2020-12-21,,,96.0,
2020-12-22,,,58.0,
2020-12-23,,,75.0,
2020-12-24,,,54.0,
2020-12-25,,,67.0,
2020-12-26,,,68.0,
2020-12-27,,,115.0,
2020-12-28,,,79.0,
2020-12-29,,,76.0,
2020-12-30,,,62.0,
2020-12-31,,,94.0,
2021-01-01,,,81.486,
2021-01-02,,,59.0,
2021-01-03,,,63.0,
2021-01-04,13.9483,,69.0,166.8
2021-01-05,,,71.0,
2021-01-06,13.8871,,72.0,166.2
2021-01-07,,,70.0,
2021-01-08,,,75.0,
2021-01-09,,,75.0,
2021-01-10,13.9374,,71.0,166.6
2021-01-11,13.8816,,68.0,166.0
2021-01-12,,,84.0,
2021-01-13,,,61.0,
2021-01-14,,,69.0,
2021-01-15,,,76.0,
2021-01-16,,,68.0,
2021-01-17,,,57.0,
2021-01-18,,,75.0,
2021-01-19,14.049,,95.0,167.6
2021-01-20,,,55.0,
2021-01-21,,,60.0,
2021-01-22,,,59.0,
2021-01-23,,,61.0,
2021-01-24,,,67.0,
2021-01-25,,,66.0,
2021-01-26,14.1497,,81.0,168.6
2021-01-27,,,,
2021-01-28,,8.0,61.0,
2021-01-29,,7.65833,61.0,
2021-01-30,,,,
2021-01-31,,7.50833,58.0,
2021-02-01,,7.16667,58.0,
2021-02-02,,7.80833,56.0,
2021-02-03,,,,
2021-02-04,,6.8,56.0,
2021-02-05,,,,
2021-02-06,,,,
2021-02-07,,,,
2021-02-08,,,,
2021-02-09,,,,
2021-02-10,,6.84167,53.0,
2021-02-11,,5.24167,56.0,
2021-02-12,,,,
2021-02-13,,,,
2021-02-14,,,,
2021-02-15,,,,
2021-02-16,,7.15833,58.0,
2021-02-17,,6.46667,57.0,
2021-02-18,,6.3,55.0,
2021-02-19,,7.34167,62.0,
2021-02-20,,6.65833,58.0,
2021-02-21,,,,
2021-02-22,,7.19167,62.0,
2021-02-23,,7.09167,56.0,
2021-02-24,,7.28333,57.0,
2021-02-25,,7.5,56.0,
2021-02-26,,6.54167,59.0,
2021-02-27,,7.55,55.0,
2021-02-28,,7.68333,64.0,
2021-03-01,,7.65,57.0,
2021-03-02,,6.75833,54.0,
2021-03-03,,6.63333,59.0,
2021-03-04,,7.03333,59.0,
2021-03-05,,7.275,57.0,
2021-03-06,,7.45,56.0,
2021-03-07,,6.925,56.0,
2021-03-08,,7.05833,56.0,
2021-03-09,,7.0,59.0,
2021-03-10,,7.28333,57.0,
2021-03-11,,6.31667,55.0,
2021-03-12,,6.56667,59.0,
2021-03-13,,6.625,58.0,
2021-03-14,,6.78333,58.0,
2021-03-15,,7.16667,59.0,
2021-03-16,,6.50833,60.0,
2021-03-17,,6.88333,59.0,
2021-03-18,,7.275,58.0,
2021-03-19,,5.81667,61.0,
2021-03-20,,8.025,59.0,
2021-03-21,,6.45,60.0,
2021-03-22,,6.70833,58.0,
2021-03-23,,7.08333,54.0,
2021-03-24,,7.30833,56.0,
2021-03-25,,5.50833,57.0,
2021-03-26,,6.10833,59.0,
2021-03-27,,7.55833,56.0,
2021-03-28,,8.06667,57.0,
2021-03-29,,7.175,58.0,
2021-03-30,,6.825,58.0,
2021-03-31,,7.18333,61.0,
2021-04-01,,6.65,60.0,
2021-04-02,,6.98333,55.0,
2021-04-03,,6.45,57.0,
2021-04-04,,7.25833,58.0,
2021-04-05,,5.94167,58.0,
2021-04-06,,7.8,58.0,
2021-04-07,,6.03333,59.0,
2021-04-08,,6.99167,57.0,
2021-04-09,,7.45833,58.0,
2021-04-10,,8.49167,70.0,
2021-04-11,,7.96667,58.0,
2021-04-12,,7.83333,57.0,
2021-04-13,,6.83333,58.0,
2021-04-14,,6.69167,57.0,
2021-04-15,,6.95833,59.0,
2021-04-16,,7.16667,56.0,
2021-04-17,,7.58333,57.0,
2021-04-18,,7.80833,57.0,
2021-04-19,,6.875,61.0,
2021-04-20,,6.825,60.0,
2021-04-21,,7.08333,60.0,
2021-04-22,,7.625,54.0,
2021-04-23,,6.4,60.0,
2021-04-24,,8.24167,54.0,
2021-04-25,,8.575,56.0,
2021-04-26,,7.61667,59.0,
2021-04-27,,6.85833,57.0,
2021-04-28,,6.45833,56.0,
2021-04-29,,7.75,59.0,
2021-04-30,,6.5,58.0,
2021-05-01,,6.9,57.0,
2021-05-02,,6.25,59.0,
2021-05-03,,6.8,59.0,173.0
2021-05-04,,7.19167,57.0,
2021-05-05,,7.125,56.0,
2021-05-06,,5.63333,57.0,
2021-05-07,,6.91667,55.0,
2021-05-08,,5.225,56.0,
2021-05-09,,5.825,56.0,
2021-05-10,,6.85833,55.0,
2021-05-11,,7.01667,53.0,
2021-05-12,,7.08333,54.0,
2021-05-13,,5.70833,56.0,
2021-05-14,,5.775,53.0,
2021-05-15,,5.61667,59.0,
2021-05-16,,8.8,54.0,
2021-05-17,,6.53333,56.0,
2021-05-18,,5.75833,55.0,
2021-05-19,,7.11667,56.0,170.0
2021-05-20,,6.79167,56.0,
2021-05-21,,6.05833,59.0,
2021-05-22,,7.68333,55.0,
2021-05-23,,7.55,57.0,
2021-05-24,,7.2,56.0,
2021-05-25,,7.01667,52.0,
2021-05-26,,6.39167,59.0,
2021-05-27,,7.03333,54.0,
2021-05-28,,7.63333,52.0,
2021-05-29,,6.73333,55.0,
2021-05-30,,7.10833,52.0,
2021-05-31,,6.35,58.0,170.0
2021-06-01,,7.75833,57.0,
2021-06-02,,7.2,59.0,170.0
2021-06-03,,6.325,57.0,
2021-06-04,,6.975,55.0,
2021-06-05,,,,
2021-06-06,,8.16667,62.0,
2021-06-07,,6.9,53.0,
2021-06-08,,6.90833,55.0,
2021-06-09,,7.05833,55.0,
2021-06-10,,6.95833,56.0,
2021-06-11,,6.71667,56.0,
2021-06-12,,5.63333,54.0,
2021-06-13,,7.81667,57.0,
2021-06-14,,5.76667,56.0,
2021-06-15,,6.65,53.0,167.0
2021-06-16,,6.8,53.0,
2021-06-17,,7.04167,52.0,167.0
2021-06-18,,7.70833,50.0,
2021-06-19,,6.18333,51.0,
2021-06-20,,7.4,51.0,
2021-06-21,,6.675,54.0,
2021-06-22,,7.18333,54.0,
2021-06-23,,7.125,55.0,
2021-06-24,,7.28333,54.0,
2021-06-25,,6.61667,52.0,
2021-06-26,,6.84167,55.0,
2021-06-27,,7.05,55.0,
2021-06-28,,8.05,53.0,
2021-06-29,,5.95,58.0,
2021-06-30,,7.13333,58.0,
2021-07-01,,6.70833,59.0,
2021-07-02,,6.93333,62.0,
2021-07-03,,6.68333,55.0,
2021-07-04,,,,
2021-07-05,,,,
2021-07-06,,6.725,57.0,
2021-07-07,,5.98333,58.0,
2021-07-08,,6.94167,56.0,
2021-07-09,,7.14167,56.0,
2021-07-10,,6.81667,55.0,
2021-07-11,,7.20833,52.0,
2021-07-12,,,,166.6
2021-07-13,,6.05833,60.0,
2021-07-14,,6.05833,54.0,
2021-07-15,,,,
2021-07-16,,7.08333,54.0,
2021-07-17,,7.66667,57.0,
2021-07-18,,6.45833,55.0,
2021-07-19,,6.54167,55.0,
2021-07-20,,5.84167,54.0,
2021-07-21,,6.625,56.0,
2021-07-22,,5.925,55.0,167.0
2021-07-23,,,,
2021-07-24,,6.65833,58.0,
2021-07-25,,7.38333,58.0,
2021-07-26,,7.35833,59.0,
2021-07-27,,8.20833,55.0,
2021-07-28,,6.98333,54.0,
2021-07-29,,,,
2021-07-30,,7.55,62.0,
2021-07-31,,7.39167,65.0,
2021-08-01,,7.93333,59.0,
2021-08-02,,6.54167,56.0,
2021-08-03,,6.4,55.0,
2021-08-04,,6.15833,55.0,
2021-08-05,,5.35,54.0,
2021-08-06,,7.2,58.0,
2021-08-07,,6.61667,57.0,
2021-08-08,,6.9,58.0,
2021-08-09,,7.425,55.0,167.0
2021-08-10,,6.15833,58.0,
2021-08-11,,7.48333,60.0,
2021-08-12,,6.56667,54.0,
2021-08-13,,6.5,56.0,
2021-08-14,,7.38333,54.0,
2021-08-15,,7.30833,53.0,
2021-08-16,,6.24167,59.0,
2021-08-17,,6.775,59.0,
2021-08-18,,5.41667,61.0,
2021-08-19,,5.69167,61.0,
2021-08-20,,6.7,60.0,
2021-08-21,,7.46667,57.0,
2021-08-22,,7.13333,53.0,
2021-08-23,,6.96667,54.0,
2021-08-24,,5.925,56.0,
2021-08-25,,7.56667,56.0,
2021-08-26,,5.74167,56.0,
2021-08-27,,8.18333,54.0,
2021-08-28,,7.60833,58.0,
2021-08-29,,7.95833,59.0,
2021-08-30,,6.90833,57.0,
2021-08-31,,3.21667,59.0,
2021-09-01,,,,
2021-09-02,,7.21667,56.0,
2021-09-03,,7.04167,56.0,
2021-09-04,,8.225,61.0,
2021-09-05,,8.80833,55.0,
2021-09-06,,7.13333,57.0,
2021-09-07,,6.84167,54.0,
2021-09-08,,6.35,54.0,
2021-09-09,,6.85833,53.0,
2021-09-10,,6.84167,54.0,
2021-09-11,,7.73333,55.0,
2021-09-12,,7.1,55.0,
2021-09-13,,7.075,57.0,
2021-09-14,,6.175,55.0,
2021-09-15,,6.925,59.0,
2021-09-16,,6.38333,56.0,
2021-09-17,,7.99167,56.0,
2021-09-18,,7.35,57.0,
2021-09-19,,7.525,56.0,
2021-09-20,,7.56667,59.0,
2021-09-21,,6.20833,61.0,
2021-09-22,,7.16667,55.0,166.4
2021-09-23,,,,
2021-09-24,,6.65833,55.0,
2021-09-25,,,,
2021-09-26,,,,
2021-09-27,,7.71667,58.0,
2021-09-28,,6.36667,59.0,
2021-09-29,,6.0,55.0,
2021-09-30,,5.925,53.0,
2021-10-01,,6.875,59.0,
2021-10-02,,5.9,55.0,
2021-10-03,,8.1,61.0,
2021-10-04,,6.88333,54.0,
2021-10-05,,6.35,58.0,
2021-10-06,,6.05833,54.0,
2021-10-07,,6.63333,52.0,
2021-10-08,,6.9,53.0,
2021-10-09,,7.525,53.0,
2021-10-10,,7.39167,53.0,
2021-10-11,,7.41667,57.0,
2021-10-12,,6.625,54.0,
2021-10-13,,6.60833,55.0,
2021-10-14,,6.53333,55.0,
2021-10-15,,6.10833,55.0,
2021-10-16,,9.675,54.0,
2021-10-17,,7.90833,51.0,
2021-10-18,,7.825,55.0,
2021-10-19,,7.19167,55.0,
2021-10-20,,6.8,55.0,
2021-10-21,,5.475,53.0,
2021-10-22,,7.14167,54.0,
2021-10-23,,8.40833,56.0,
2021-10-24,,7.78333,56.0,
2021-10-25,,6.75833,54.0,
2021-10-26,,6.13333,55.0,
2021-10-27,,6.525,55.0,
2021-10-28,,7.04167,54.0,
2021-10-29,,6.70833,57.0,
2021-10-30,,7.3,55.0,
2021-10-31,,8.59167,54.0,
2021-11-01,,6.825,58.0,
2021-11-02,,7.06667,51.0,
2021-11-03,,7.2,56.0,
2021-11-04,,4.925,55.0,
2021-11-05,,6.96667,55.0,
2021-11-06,,8.61667,54.0,
2021-11-07,,7.73333,54.0,
2021-11-08,,7.44167,55.0,
2021-11-09,,6.7,56.0,
2021-11-10,,6.96667,57.0,
2021-11-11,,7.8,59.0,
2021-11-12,,6.2,58.0,
2021-11-13,,7.04167,56.0,
2021-11-14,,7.775,60.0,
2021-11-15,,6.74167,56.0,
2021-11-16,,5.64167,54.0,
2021-11-17,,7.0,56.0,
2021-11-18,,7.375,62.0,
2021-11-19,,6.825,58.0,
2021-11-20,,7.55,55.0,
2021-11-21,,8.125,55.0,
2021-11-22,,6.69167,59.0,
2021-11-23,,7.14167,60.0,
2021-11-24,,6.59167,59.0,
2021-11-25,,7.31667,57.0,
2021-11-26,,7.79167,61.0,
2021-11-27,,8.825,60.0,
2021-11-28,,7.65,58.0,
2021-11-29,,6.66667,56.0,
2021-11-30,,6.91667,57.0,
2021-12-01,,6.24167,58.0,
2021-12-02,,6.51667,58.0,
2021-12-03,,6.81667,56.0,
2021-12-04,,5.65833,59.0,
2021-12-05,,,,
2021-12-06,,,,
2021-12-07,,7.49167,60.0,
2021-12-08,,,,
2021-12-09,,5.26667,59.0,
2021-12-10,,6.59167,53.0,
2021-12-11,,6.51667,60.0,
2021-12-12,,7.125,64.0,
2021-12-13,,,,
2021-12-14,,,,
2021-12-15,,6.375,60.0,
2021-12-16,,6.91667,57.0,
2021-12-17,,6.81667,56.0,
2021-12-18,,7.53333,55.0,
2021-12-19,,8.24167,55.0,
2021-12-20,,7.03333,63.0,
2021-12-21,,6.45,59.0,
2021-12-22,,6.8,58.0,
2021-12-23,,,,
2021-12-24,,,,
2021-12-25,,6.35,55.0,
2021-12-26,,8.41667,56.0,
2021-12-27,,,,
2021-12-28,,7.36667,58.0,
2021-12-29,,8.30833,58.0,
2021-12-30,,10.1,58.0,
2021-12-31,,6.6,58.0,
2022-01-01,,,,
2022-01-02,,9.8,58.0,
2022-01-03,,7.34167,60.0,
2022-01-04,,8.525,61.0,
2022-01-05,,6.70833,53.0,
2022-01-06,,7.225,60.0,
2022-01-07,,6.80833,56.0,
2022-01-08,,8.85833,58.0,
2022-01-09,,7.675,57.0,
2022-01-10,,7.23333,56.0,
2022-01-11,,6.60833,56.0,
2022-01-12,,7.275,55.0,
2022-01-13,,7.09167,54.0,
2022-01-14,,7.00833,57.0,
2022-01-15,,7.55,57.0,
2022-01-16,,6.81667,58.0,
2022-01-17,,7.45,59.0,
2022-01-18,,6.85833,56.0,
2022-01-19,,7.16667,58.0,
2022-01-20,,6.41667,61.0,
2022-01-21,,6.25,62.0,
2022-01-22,,7.98333,55.0,
2022-01-23,,6.98333,59.0,
2022-01-24,,7.0,54.0,
2022-01-25,,7.25833,55.0,
2022-01-26,,7.50833,55.0,
2022-01-27,,7.11667,55.0,
2022-01-28,,7.28333,57.0,
2022-01-29,,8.46667,54.0,
2022-01-30,,8.6,55.0,
2022-01-31,,7.75833,56.0,
2022-02-01,,6.54167,57.0,
2022-02-02,,7.15833,59.0,
2022-02-03,,7.8,57.0,
2022-02-04,,7.01667,55.0,
2022-02-05,,7.6,58.0,
2022-02-06,,7.93333,56.0,
2022-02-07,,7.20833,57.0,
2022-02-08,,7.75833,58.0,
2022-02-09,,7.55833,55.0,
2022-02-10,,6.84167,54.0,
2022-02-11,,7.23333,56.0,
2022-02-12,,8.21667,53.0,
2022-02-13,,8.03333,52.0,
2022-02-14,,7.95,54.0,
2022-02-15,,7.91667,57.0,
2022-02-16,,6.325,53.0,
2022-02-17,,7.01667,55.0,
2022-02-18,,7.19167,56.0,
2022-02-19,,8.06667,57.0,
2022-02-20,,6.725,58.0,
2022-02-21,,8.5,55.0,
2022-02-22,,6.18333,57.0,
2022-02-23,,,,
2022-02-24,,6.75,51.0,
2022-02-25,,7.30833,57.0,
2022-02-26,,7.56667,55.0,
2022-02-27,,7.74167,57.0,
2022-02-28,,7.08333,58.0,
2022-03-01,,6.6,58.0,
2022-03-02,,6.76667,56.0,
2022-03-03,,6.2,54.0,
2022-03-04,,6.18333,55.0,
2022-03-05,,7.9,59.0,
2022-03-06,,8.20833,57.0,
2022-03-07,,6.425,57.0,
2022-03-08,,7.15833,56.0,
2022-03-09,,6.45833,55.0,
2022-03-10,,7.975,55.0,
2022-03-11,,7.29167,55.0,
2022-03-12,,6.99167,57.0,
2022-03-13,,6.725,57.0,
2022-03-14,,,,
2022-03-15,,7.63333,55.0,
2022-03-16,,6.69167,61.0,
2022-03-17,,7.29167,58.0,
2022-03-18,,6.93333,57.0,
2022-03-19,,6.74167,61.0,
2022-03-20,,,,
2022-03-21,,7.33333,60.0,
2022-03-22,,7.56667,59.0,
2022-03-23,,7.875,58.0,
2022-03-24,,7.14167,58.0,
2022-03-25,,7.31667,58.0,
2022-03-26,,6.68333,58.0,
2022-03-27,,6.96667,60.0,
2022-03-28,,5.60833,55.0,
2022-03-29,,6.45,53.0,
2022-03-30,,7.13333,56.0,
2022-03-31,,7.35833,55.0,
2022-04-01,,6.05833,58.0,
2022-04-02,,8.43333,55.0,
2022-04-03,,7.49167,56.0,
2022-04-04,,7.775,55.0,
2022-04-05,,6.60833,62.0,
2022-04-06,,7.20833,56.0,
2022-04-07,,7.29167,58.0,
2022-04-08,,7.26667,56.0,
2022-04-09,,7.28333,54.0,
2022-04-10,,8.03333,53.0,
2022-04-11,,7.76667,55.0,
2022-04-12,,6.96667,56.0,
2022-04-13,,6.9,55.0,
2022-04-14,,7.71667,57.0,
2022-04-15,,5.9,56.0,
2022-04-16,,9.60833,56.0,
2022-04-17,,6.48333,57.0,
2022-04-18,,7.95,55.0,
2022-04-19,,6.95833,57.0,
2022-04-20,,6.80833,59.0,
2022-04-21,,7.13333,63.0,
2022-04-22,,6.21667,58.0,
2022-04-23,,5.09167,57.0,
2022-04-24,,9.53333,56.0,
2022-04-25,,7.21667,57.0,
2022-04-26,,7.13333,61.0,
2022-04-27,,6.63333,64.0,
2022-04-28,,6.01667,60.0,
2022-04-29,,5.95,56.0,
2022-04-30,,6.55833,63.0,
2022-05-01,,6.59167,64.0,
2022-05-02,,7.85833,58.0,
2022-05-03,,6.43333,58.0,
2022-05-04,,6.90833,55.0,
2022-05-05,,6.90833,58.0,
2022-05-06,,6.99167,55.0,
2022-05-07,,7.85833,58.0,
2022-05-08,,7.36667,55.0,
2022-05-09,,7.1,53.0,
2022-05-10,,7.75,53.0,
2022-05-11,,7.35,61.0,
2022-05-12,,5.825,60.0,
2022-05-13,,7.23333,56.0,
2022-05-14,,8.03333,55.0,
2022-05-15,,7.95833,62.0,
2022-05-16,,7.125,53.0,
2022-05-17,,6.33333,57.0,
2022-05-18,,6.825,55.0,
2022-05-19,,6.43333,59.0,
2022-05-20,,6.825,52.0,
2022-05-21,,6.6,54.0,
2022-05-22,,7.19167,54.0,
2022-05-23,,6.50833,55.0,
2022-05-24,,6.98333,54.0,
2022-05-25,,6.05833,61.0,
2022-05-26,,5.28333,59.0,
2022-05-27,,7.10833,60.0,
2022-05-28,,7.675,59.0,
2022-05-29,,8.30833,55.0,
2022-05-30,,7.20833,59.0,
2022-05-31,,5.93333,64.0,
2022-06-01,,6.56667,58.0,
2022-06-02,,7.55833,60.0,
2022-06-03,,7.05833,59.0,
2022-06-04,,7.375,57.0,
2022-06-05,,7.09167,55.0,
2022-06-06,,6.25833,59.0,
2022-06-07,,6.78333,57.0,
2022-06-08,,6.51667,55.0,
2022-06-09,,6.74167,57.0,
2022-06-10,,6.86667,57.0,
2022-06-11,,8.09167,54.0,
2022-06-12,13.5,7.30833,57.0,162.0
2022-06-13,,7.35,60.0,
2022-06-14,,6.76667,56.0,
